"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
Ballyhoo,,7f6edcc41f6db0784228c00253f71c257ea0993a,,,,,,"(Side B)",1986,Infocom,us,,,,,,,,,,,,
Ballyhoo,,7f63b03273066b79b6df8fc37c1ad3720fd9de19,,,,,,"(Side A)",1986,Infocom,us,,,,,,,,,,,,
Ballyhoo,,7f63b03273066b79b6df8fc37c1ad3720fd9de19,,,,,,"(Side A)",1986,Infocom,us,,,,,,,,,,,,
"Bandit Boulderdash 01",,712b4b3030298cb94c7a83437e5154ed74df19fa,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 02",,088d51d316e4ce581948e12f7c3af136802936c2,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 03",,b703835e0b8fafbda4d2c12bef8c26842331c7d3,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 07",,0c7131fc9fd4828121bf94a0407a1a3ce6a6d7d8,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 08",,3ce7230ed00699e459067db74566ee9aa684c432,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 09",,1ca64204a701620b29fc9b7fea7248fcf6eebc12,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 10",,88b884a3f9ca44a59cf25234dce4e27b90cdc806,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 11",,7adaa5ba2eb7407bc7e5ae5a96406c6f2d531179,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 12",,3366078430df369f6ab16a7dba5c095d1105f1a9,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 13",,3867bb3be15fbd710f950895acbb87e3a1870d05,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 14",,a919df4ce8a2dbb1f167b7ebda3ec061403f8487,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 15",,6da15c49b38bbe163fc6a305d5d33e0ec424b608,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 16",,acd5858d7b96443cd4e236c11fbd0de94f6ec2de,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 17",,cff0932f985a73d0aa824911b5819ff46bd7cb06,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 18",,01707c789eab55bc4be2504dce09fd091e4d3bb9,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 19",,4fad148b9cba4af3e403fbd0fb236192dcbcecf1,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 20",,03d1f57a0ab40af29b051e7db4d1c0523c24a5b7,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 21",,4c51b95a5fa54a4ae5688f302447ecb9725fe85e,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 22",,955769df540a74b194980aae981d1e0daf850308,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 23",,9e1320057dcf7a931aa41d78c2bc2f58ec277953,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 24",,09aaab746ca5c4d13a811b16bd055e14ad2320fb,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 25",,c78688a307e1c60937a0aa423dbbb7479f23949e,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 26",,bfd9b31551540d99be953debd41924ace5839721,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 27",,7cacaaacc4d45212bab7f7890afa04d2d3ffe8c3,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 28",,ab91d82543210293312a6a58b0e49e69958e6751,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 29",,a3a52caa79ba7a1909302ee6b88dd855b7abb04f,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 30",,4fe5c973c39d313f85bad8197cfa9442633ad622,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 31",,71e69e85becc35bd48b5c29dd67c2227248a4379,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 32",,38e87ce48d13fa342ec177206c2557deda2ecc8d,,,,,,"Copyright Public Domain",1992,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 52",,44755493cf92026f18e96b0fec3e3be314e2b5ec,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 53",,f4e0d2b6aa6963bd3a90c7634819baa1d8380cf7,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
"Bandit Boulderdash 54",,d5af5e25265b531075e7c75e0c0f2b3f4d98e22c,,,,,,"Copyright Public Domain",19xx,"Burton Bandit",gb,,,,,,,,,,,,
Bandits,,19b11c8b3fd97010fcef318f3e201a5b269596ef,,,,,,,1982,"Sirius Software",us,,,,,,,N.G.A.P.,,,,,
Bandits,,19b11c8b3fd97010fcef318f3e201a5b269596ef,,,,,,,1982,"Sirius Software",us,,,,,,,N.G.A.P.,,,,,
BANG_BANK__FIX_LOADER,,9333f9fd60b8857d6834cec0787d6449d9a06c21,,,,,,,,,,,,,,,,,,,,,
BANG_BANK__ORIGINAL_,,05ffe9a0ced0a3f1f99918e3299982f63b2b4b7d,,,,,,,,,,,,,,,,,,,,,
"Bank Bang!",,f1b62c40c5f6d9f1f33394ef183a577586d3d239,,,,,,,1992,Mirage,pl,,[k-file],,,,,,,,,,
"Bank Bang!",,3c2ef0e004465b65889154c1f5d8b440045685be,,,,,,,1992,Mirage,pl,,[k-file],,1,,,,,"Clever People",,,
"Bank Panik",,716b515264c98b2869b7a31a2d99c88870f51c18,,,,,,(en),1985,"Computer Kontakt",de,,[k-file],,,,,,,,,,
"Bank Panik",,6ab427887969ba7bfa0037316f6d06811af02965,,,,,,(en),1985,"Computer Kontakt",de,a,"a 1; [k-file]",,,,,,,,,,
Bannercatch,,28a2c58c7a10b738b7dc75b0f0f839e785b239e6,,,,,,,1984,Scholastic,us,,[k-file],,,,,copywizard,,,,,
Bannercatch,,28a2c58c7a10b738b7dc75b0f0f839e785b239e6,,,,,,,1984,Scholastic,us,,[k-file],,,,,copywizard,,,,,
Banzai,,a051d8f06fb3715e7cf404cbc2435e65e1caedde,,,,,,,19xx,Mirage,pl,,,,,,,,,,,,
Banzai,,a051d8f06fb3715e7cf404cbc2435e65e1caedde,,,,,,,19xx,Mirage,pl,,,,,,,,,,,,
Barahir,,1cf1a0a760831c7d99a7c40a59a1f99730965100,,,,,,,1993,"L.K. Avalon",pl,,[k-file],,,,,,,"GSL - KSL",,,
Barahir,,460757896f40e853eb3e6affccc57a2897190504,,,,,,,1993,"L.K. Avalon",pl,,,,,,,,,,,,
Barahir,,ec2b0b6c7781c23a255889ac03904ebf63825768,,,,,,(v2),,,,,,,,,,,,,,,
Barahir,,460757896f40e853eb3e6affccc57a2897190504,,,,,,,1993,"L.K. Avalon",pl,,,,,,,,,,,,
BARAHIR_ORIGINAL_,,b42ab9fd558a9b8f6bb0a41bc8c183a1ef77625a,,,,,,,,,,,,,,,,,,,,,
Barbarian,,688da6e8c5736aebbeda948f240bec85cae16bdc,,,,,,,,,,,,,,,,,,,,,
Barbarian,,5f118e357779b821133a82a4f4ee3e4910c0d8c3,,,,,,(v2),,,,,,,,,,,,,,,
Barbarian,,6fbf10e01b9c9f7e51d5feeaff9712a88977d243,,,,,,,1993,"L.K. Avalon",pl,,,,,,,,,,,,
Barbarian,,a8fd0564e20d6b1b5678657f01485e7e9a5f1820,,,,,,,1993,"L.K. Avalon",pl,a,"a 1",,,,,,,,,,
BARBARIAN_FIXED_LOADER,,fac194be09f7235d2f1f7757cefb35d8894e904a,,,,,,,,,,,,,,,,,,,,,
BARBARIAN_ORIGINAL_,,43844d409fb3d87b15acfb2726ee43522a88f3b9,,,,,,,,,,,,,,,,,,,,,
"Barnyard Blaster",,8492b3a3044ca4ebb8582a9054cb6b1f2fea84d3,,,,,,,1987,Atari,us,,[lightgun],,,,,,,,,,
"Barnyard Blaster",,451530d8b8b56b83598519b2b15282a8a7c6966f,,,,,,,1987,Atari,us,,"[128k Cartridge]; [Light Gun]",,,,,,,Homesoft,,,
"Barroom Brawl",,6d6ce66199bb607493933d3c175efd7c3136ac93,,,,,,,1989,AH,,,,,,,,,,,,,
Baseball,,5058154a05aec5e1030c16708e026feb82f9dd3b,,,,,,,1983,"Inhome Software",ca,,,,,,,,,,,,
"Basic Burger",,ffc47509d749f2a4d6d0223a3b2ed7b7e3c87d6a,,,,,,,1985,"ANALOG Computing",us,,[BASIC],,,,,,,,,,
Basil,,9344f8638b1783a15e24419ec81cde9215db290c,,,,,,,,,,,,,,,,,,,,,
Basil,,20f07ef79042ebc193a3d41021cedf4a979bd2ae,,,"Basil the Great Mouse Detective",,,,1987,"Gremlin Graphics Software",gb,,,,,,,L.P.S.,,,,,
"Basil, The Great Mouse Detective",,20f07ef79042ebc193a3d41021cedf4a979bd2ae,,,"Basil the Great Mouse Detective",,,,1987,"Gremlin Graphics Software",gb,,,,,,,L.P.S.,,,,,
BASKETBALL,,070ab9da4d151b288653c13e55e56bb1093f32fa,,,,,,,,,,,,,,,,,,,,,
"Basketball Pro Style",,c4516d1e6fe74495cd680622df7b105936d586e7,,,,,,,1991,"R&R Software",us,,[BASIC],,,,,,,,,,
Bats,,8f61105f73839c069f294791cbf415e4331c247d,,,,,,,198x,,,,[BASIC],,,,,,,,,,
"Battalion Commander",,0250ac7cdc31458317a210ec155b26cdbd861aa8,,,,,,,1985,SSI,us,a,"a 1",,,,,,,,,,
"Battalion Commander",,8bd1914317f98fa51930ce91ddabecd86974a687,,,,,,,1985,SSI,us,,,,,,,,,,,,
"Battle For Normandy",,bae8bf10683e7d5763af59d38702ec966dc21db6,,,,,,,1982,SSI,us,,[BASIC],,,fr,,,,,,,
"Battle For Normandy",,f997111141380918175363da9e3df1847b678bfd,,,,,,,1982,SSI,us,,[BASIC],,,,,,,,,,
"Battle For Normandy",,f997111141380918175363da9e3df1847b678bfd,,,,,,,1982,SSI,us,,[BASIC],,,,,,,,,,
"Battle In The B Ring",,b39b5db358f286cc1f8dfc6847b2307daad0a43a,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Battle In The B Ring",,b39b5db358f286cc1f8dfc6847b2307daad0a43a,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Battle Of Antietam",,8d5fc5e82726411b32820770ce7c887e23e95d04,,,,,,"v 1.3; (Side A)",1985,SSI,us,,,,,,,,,,,,
"Battle Of Antietam",,8d5fc5e82726411b32820770ce7c887e23e95d04,,,,,,"v 1.3; (Side A)",1985,SSI,us,,,,,,,,,,,,
"Battle Of Antietam",,4038508e2f1339ea58b3124e08b001cdefb45de6,,,,,,"v 1.3; (Side B)",1985,SSI,us,,,,,,,,,,,,
"Battle Of Antietam",,4038508e2f1339ea58b3124e08b001cdefb45de6,,,,,,"v 1.3; (Side B)",1985,SSI,us,,,,,,,,,,,,
"Battle Of Britain",,7a5e75620c6c81ffbcb56fd534796f91d7e164c3,,,"RAF - Battle of Britain",,,,1980,"Discovery Games",,,,,,,,,,,,,
"Battle Of Britain",,e8f2ce669c44fa93c43a2b1ae9292a38fc68da0b,,,,,,,1980,"Discovery Games",,,,,,,,,,,,,
"Battle Of Shiloh, The",,ff927f03ff53199dd044418ba9e319ca4fd5c6cb,,,"The Battle of Shiloh",,"Battle of Shiloh, The",,1981,SSI,us,,[BASIC],,,,,,,,,,
"Battle Of Shiloh, The",,ff927f03ff53199dd044418ba9e319ca4fd5c6cb,,,"The Battle of Shiloh",,"Battle of Shiloh, The",,1981,SSI,us,,[BASIC],,,,,,,,,,
"Battle Ships",,53bcdc36e46bb584fd77e3247f5e22adb5d9679f,,,,,,"(en); (Side B)",1989/04/01,Mirage,pl,,,,,,,,,,,,
"Battle Ships",,53bcdc36e46bb584fd77e3247f5e22adb5d9679f,,,,,,"(en); (Side B)",1989/04/01,Mirage,pl,,,,,,,,,,,,
"Battle Ships",,036bf2f5ee1bf84dbaf32a30a4febd58e8fab00e,,,,,,(en),1989/04/01,Mirage,pl,,[k-file],,,,,,,,,,
"Battle Ships",,a20e78ee972fb132a5f9d823e5031e4cbd21fbe2,,,,,,"(en); (Side A)",1989/04/01,Mirage,pl,a,"a 3",,,,,,,,,,
"Battle Ships",,a20e78ee972fb132a5f9d823e5031e4cbd21fbe2,,,,,,"(en); (Side A)",1989/04/01,Mirage,pl,a,"a 3",,,,,,,,,,
"Battle Star v2.0",,c9379e9e2fa47e2795bc97d9521c127ce8d007f4,,,"Battle Star",,,"v 2.0",1986,"Love, Mike",,,[BASIC],,,,,,,,,,
"Battle Tank",,7710dab4317d3d91ed75599a3e88f64e50dff16a,,,,,,,1986,"Reeve, Alan",,,[k-file],,,,,,,,,,
"Battle Trek",,842bf6d0a56751fff73b59257cbf516cba6ca5d0,,,,,,,1987,,,,[BASIC],,,,,"Krakers Unlimited",,,,,
"Battle Trivial - Disk 1",,d07de3475dcdc41d411596b88cf1495402459a36,,,"Battle Trivial",,,"(Side A)",19xx,"Jones, Michael A.",gb,,,,,,,,,,,,
"Battle Trivial - Disk 2",,6d34dbc6c7985887bb822c3749c88a9d930eb7fc,,,"Battle Trivial",,,"(Side B)",19xx,"Jones, Michael A.",gb,,,,,,,,,,,,
"Battlecruiser I",,e1d821c787114a0062626e9a85002e72bcd7a5ab,,,Battlecruiser,,,"(Disk 1 of 2 Side B)",1987,SSI,us,a,"a 1",,,,,,,,,,
"Battlecruiser I",,a0b338c04b840113cbd3f3fb61537228a6e0ebd2,,,Battlecruiser,,,"(Disk 1 of 2 Side A)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser I",,069807b2fb704882ae43a31648f52d60a04c4b56,,,Battlecruiser,,,"(Disk 1 of 2 Side B)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser I",,a0b338c04b840113cbd3f3fb61537228a6e0ebd2,,,Battlecruiser,,,"(Disk 1 of 2 Side A)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser II",,472a32beb831b48f21d79803f4e18cbd52725b6f,,,Battlecruiser,,,"(Disk 2 of 2 Side B)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser II",,472a32beb831b48f21d79803f4e18cbd52725b6f,,,Battlecruiser,,,"(Disk 2 of 2 Side B)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser II",,a499f797598d39690d1a0ae4a08e9af8afc8b973,,,Battlecruiser,,,"(Disk 2 of 2 Side A)",1987,SSI,us,,,,,,,,,,,,
"Battlecruiser II",,a499f797598d39690d1a0ae4a08e9af8afc8b973,,,Battlecruiser,,,"(Disk 2 of 2 Side A)",1987,SSI,us,,,,,,,,,,,,
Battleroom,,99920b210a38c893e8de6487c4944066c5efccd2,,,,,,,19xx,"Southern Nevada Atari Computer Club",us,,[k-file],,,,,,,,,,
Battleroom,,99920b210a38c893e8de6487c4944066c5efccd2,,,,,,,19xx,"Southern Nevada Atari Computer Club",us,,[k-file],,,,,,,,,,
Battleship,,bf6d23ee13bdebd0c92f663e0549071dd7346ddf,,,,,,,19xx,,,b,"b as2boot",,,,,,,,,,
Battleship,,3003819b23dde4733bbc4d55509e79d1328b5ecd,,,,,,,,,,,,,,,,,,,,,
Battleship,,bf6d23ee13bdebd0c92f663e0549071dd7346ddf,,,,,,,19xx,,,b,"b as2boot",,,,,,,,,,
Battlezone,,501fac4b4939f931c0e3f9a8ea4ba0f7c182329a,,,,,,,1987,Atari,us,,,,,,,,,,,,
"Batty Builders",,e93a16e431cafe633da944bc4f7d3bab6814f20d,,,,,,,1983,"English Software",gb,,,,,,,,,,,,
"Batty Builders",,e93a16e431cafe633da944bc4f7d3bab6814f20d,,,,,,,1983,"English Software",gb,,,,,,,,,,,,
BATTYBUI,,386cf9095e9f3ad4861e8cb69a955f187cf61b98,,,,,,,,,,,,,,,,,,,,,
"Bay Pilot",,d9774a491930b65f9ad81cf9f7258e0585b535ee,,,,,,"Copyright Public Domain",19xx,Antic,us,,[BASIC],,,,,,,,,,
"BC's Quest For Tires",,77489d07efc6e37b2cb83cf89b6e236d5f10b29f,,,,,,,1983,"Sierra On-Line",us,a,"a 1; [k-file]",,,,,,,,,,
"BC's Quest For Tires",,16deb2300c116abb89a8d101852dc06b3a03e376,,,,,,,1983,"Sierra On-Line",us,,,,Wizard,,,,,,,,
"BC's Quest For Tires",,354f0d18d474de1927dcd5044daaebc65e7fca33,,,,,,,1983,"Sierra On-Line",us,,,,,,,,,,,,
"Beach Head",,87e8b748559583adcfb88db39ff0aeeffec6110b,,,,,,,1983,"Access Software",us,,,,,,,,,,,,
"Beach Head II",,e647295007ffd2d5c3c9e89630d7aa9b95a253b4,,,"Beach Head II - The Dictator Strikes Back",,,,1986,"Access Software",us,,,,,,,"Neon Knight",,,,,
"Beach Head II - The Dictator Strikes Back",,65a79387bd60b254b6849d36286758168c4858c4,,,,,,,1986,"Access Software",us,,,,,,,,,,,,
"Beach Landing",,063908f5c49638517cf0e685221b69ec1ebd0b99,,,,,,,1984,"Weekly Reader Family Software",us,,,,,,,,,,,,
"Beach Landing",,0f894c37fbfe0cf7d9962f0a95e5e51813cabc0e,,,,,,,1984,"Weekly Reader Family Software",us,a,"a 1",,,,,,,,,,
Beachcomber,,b868e0b770fddd587d41fbcab2725ceb734bf831,,,,,,,,,,,,,,,,,,,,,
Beach-Head,,87e8b748559583adcfb88db39ff0aeeffec6110b,,,"Beach Head",,,,1983,"Access Software",us,,,,,,,,,,,,
Beamatron,,faba96b8da902bed0fbdc1a096edde980f877b93,,,,,,"Copyright Public Domain",1985,"Oblad, Dave",us,a,"a 1; [k-file]",,,,,,,,,,
Beamatron,,8a42ba26cbf5d796947efe4def47f0eafd35111c,,,,,,"Copyright Public Domain",1985,"Oblad, Dave",us,,[k-file],,,,,,,,,,
Beamrider,,a15e2f18eb054fae020c976ea6a6a92731dd7e39,,,,,,,1984,Activision,us,,[k-file],,,,,,,,,,
Beamrider,,a15e2f18eb054fae020c976ea6a6a92731dd7e39,,,,,,,1984,Activision,us,,[k-file],,,,,,,,,,
"Bean Machine, The",,e77ee9a61b897de7960d0794e50beb38d605dbc5,,,"The Bean Machine",,"Bean Machine, The",,1983,"Robinson, Steve",us,,,,,,,,,,,,
"Bean Machine, The",,1cb0eef73c0de18166a9def5ab63f085a179b04c,,,"The Bean Machine",,"Bean Machine, The","v 1.2",1983,"Robinson, Steve",us,,,,,,,,,,,,
"Bean Machine, The",,e77ee9a61b897de7960d0794e50beb38d605dbc5,,,"The Bean Machine",,"Bean Machine, The",,1983,"Robinson, Steve",us,,,,,,,,,,,,
"Bean Machine, The v1.2",,1cb0eef73c0de18166a9def5ab63f085a179b04c,,,"The Bean Machine",,"Bean Machine, The","v 1.2",1983,"Robinson, Steve",us,,,,,,,,,,,,
"Beat The Beatles",,15fe9e3e635993d39ce1a9f5462511191f767fe9,,,,,,"v 1.1",1983,"Interactive Software",us,,[k-file],,,,,,,,,,
"Beat the Beatles v1.1",,15fe9e3e635993d39ce1a9f5462511191f767fe9,,,"Beat the Beatles",,,"v 1.1",1983,"Interactive Software",us,,[k-file],,,,,,,,,,
"Behind Jaggi Lines!",,bab199a4210520adbbd6c6b23c6be772638f402a,,,,,,(beta),1984,"Lucasfilm Games",us,u,"a 1; u nreleased; [k-file]",,,,,,,,,,
"Behind Jaggi Lines!",,d2ddd588e4bbf9ff6d300035b2368c757eec1a9e,,,,,,(beta),1984,"Lucasfilm Games",us,u,"u nreleased; [k-file]",,,,,,,,,,
BEHIND_JAGGI_LINES,,6665afb85154bbde64b59b2911e5145d3a60015f,,,,,,,,,,,,,,,,,,,,,
"Beleagured Castle",,bc0c363383e0fc9bee445d2aa20593e54eba3ef9,,,,,,,,,,,,,,,,,,,,,
Bellum,,71a115d82e5d764ac985319920f16d6a7af0301e,,,,,,,1983,APX,us,,,,,,,,,,,,
Bellum,,f0cf03fe55fb5d34b4828f14e3dadf749c09288f,,,,,,,,,,,,,,,,,,,,,
Bellum,,0de4c22bec7faed38c9d6b5bc42802070ba1bcbf,,,,,,,1983,APX,us,,,,,,,"The Shadow",,,,,
Bellum,,71a115d82e5d764ac985319920f16d6a7af0301e,,,,,,,1983,APX,us,,,,,,,,,,,,
"Bembel Wo",,fe3aad745dc6731eccaf78070662422fa76d7172,,,,,,,,,,,,,,,,,,,,,
"Beneath Apple Manor - The Special Edition",,30c93d9fe059a9534a5723ca2ab0bcbd068281ee,,,,,,,1983,"Quality Software",us,,[k-file],,,,,,,,,,
"Beneath The Pyramids",,60be9015c542f40334f760be76675ba349068c9a,,,,,,,1981,Crystalware,us,,[BASIC],,,,,,,,,,
"Beneath The Pyramids",,60be9015c542f40334f760be76675ba349068c9a,,,,,,,1981,Crystalware,us,,[BASIC],,,,,,,,,,
Bergshooting,,c680dda838f7513ec3d95621a28cdd1ebdb2b435,,,,,,,,,,,,,,,,,,,,,
"Berserker Raids",,fe966e7e4e158aba685136d30f20da41dacfe60a,,,,,,,1983,"BAEN Enterprises",us,,[BASIC],,,,,,,,,,
"Berserker Raids",,fe966e7e4e158aba685136d30f20da41dacfe60a,,,,,,,1983,"BAEN Enterprises",us,,[BASIC],,,,,,,,,,
Bertyx,,70185c96da16c903eab648fb57c8f20d69ae89e0,,,,,,(b),,,,,,,,,,,,,,,
Bertyx,,def1c363f4c792a95f8bbb00ff92676bb24a0370,,,,,,,1992,Mirage,pl,,[BASIC],,,,,,,,,,
Bertyx,,def1c363f4c792a95f8bbb00ff92676bb24a0370,,,,,,,1992,Mirage,pl,,[BASIC],,,,,,,,,,
Berzerk,,4a2a0ad76247129a067729751671e4001b25130c,,,,,,(proto),1983,Atari,us,,,,,,,,,,,,
Berzerk,,c1fcfdd734679db176b865373c2f9bebe91fa075,,,,,,(proto),1983,Atari,us,b,"b gfx; [req OSb]",,Wizard,,,,,,,,
Berzerk,,38b765d473914b4290458806968150cb7a0b609a,,,,,,"(en); (PD)",1986,Star-Soft,de,,[BASIC],,,,,,,,,,
Berzerk,,c5814b3ff301d6bdc2c925f8e893d155530e748f,,,,,,(proto),1983,Atari,us,a,"a 1; [k-file]",,,,,,,,,,
"Beta Run",,d3fa50473ff9b7aac9d3cf7251ac7ff9af15143a,,,,,,,1983,"Horn, J.A.",,,,,,,,,,,,,
"Bewesoft's Race",,e0455096b68f946db8f573c45bda94bf615a839a,,,,,,(en),19xx,ABBUC,de,,[k-file],,,,,,,,,,
"Beyond Castle Wolfenstein",,13259ca8d3280d443e9763040305cb7bdba8a97d,,,,,,,,,,,,,,,,,,,,,
"Beyond Castle Wolfenstein",,c2a66d83c52319970f3c9ee6dcd05dae74250007,,,,,,,,,,,,,,,,,,,,,
"Beyond Castle Wolfenstein",,a0916bd0dde1b748834411c96cb2ae058b38f3c2,,,,,,,1984,"Muse Software",us,,,,,,,,,,,,
"Beyond Castle Wolfenstein",,a0916bd0dde1b748834411c96cb2ae058b38f3c2,,,,,,,1984,"Muse Software",us,,,,,,,,,,,,
Bgm,,a2d49109542d64b44d5f9d8c7ec4593947dc789c,,,,,,"v 0.5",1992,"Vallevand, Mark K.",,,[k-file],,,,,,,,,,
"BGM v0.5",,a2d49109542d64b44d5f9d8c7ec4593947dc789c,,,BGM,,,"v 0.5",1992,"Vallevand, Mark K.",,,[k-file],,,,,,,,,,
"Biene Maja",,ea2d9b404e7f649a10217f855846255b7255eccf,,,,,,(en),1986,Computronic,de,,,,,,,,,,,,
BIENE_MAJA,,fa4ffaed83cefe8a6eae2896c7e9f9d80ee793ea,,,,,,,,,,,,,,,,,,,,,
Biffdrop,,58375c847bd65de571a0526e26bb899e410dd4b2,,,,,,,19xx,"Casten, J.D.",us,b,"b as2boot",,,,,,,,,,
Biffdrop,,58375c847bd65de571a0526e26bb899e410dd4b2,,,,,,,19xx,"Casten, J.D.",us,b,"b as2boot",,,,,,,,,,
"Big Bird's Fun House",,320fe96afc73404fcf540c8eb7f7312810307895,,,,,,,1984,"CBS Software",us,a,"a 1",,,,,,,,,,
"Big Bird's Funhouse",,9d53c802051737c167b6c8f5995232d65f481da3,,,"Big Bird's Fun House",,,,1984,"CBS Software",us,,[k-file],,,,,,,,,,
"Big Bird's Special Delivery",,f789a8b6de2b5c62e91fe5803dac342c9ee66741,,,,,,,1984,"CBS Software",us,,[k-file],,,,,"Nova Prime",,,,,
"Big Bird's Special Delivery",,644fa7595239bc258757e3518cbd90cf3e51903e,,,,,,,1984,"CBS Software",us,,,,,,,,,,,,
"Big Daddy's Cocktail Backgammon",,f4c8668b01abc347da4d8e31b688920a90692228,,,,,,,1985,"Joe Dobson",,,[k-file],,,,,,,,,,
"Big House, The",,4319f24577cdf66e3670311fcbc673fd91584fb0,,,"The Big House",,"Big House, The",(en),1990,ABBUC,de,,[k-file],,,,,,,,,,
"Big House, The",,11e60c266d3a8dfe070f5680cbb2441eaa0267da,,,"The Big House",,"Big House, The",(en),1990,ABBUC,de,,,,,,,,,,,,
Bigfoot,,0170520f16d29950e4d1818ef8777252adcc2830,,,,,,,1983,"Kosmal, Dave",,,,,,,,,,,,,
"Biker Dave",,f75aec4f02686fa4752eb56eb60c3c9461b186bf,,,,,,,19xx,,,,[BASIC],,,,,,,,,,
Bilbo,,33a2a3054aaf7374bdd31ef51056497c14e5e79f,,,,,,,1986,AMC-Verlag,de,,[k-file],,,,,,,,,,
Bilbo,,33a2a3054aaf7374bdd31ef51056497c14e5e79f,,,,,,,1986,AMC-Verlag,de,,[k-file],,,,,,,,,,
"Bill and Ben",,1db65678f4afe3ab081e623d33fe98f53c81a0cf,,,,,,"(Part 1 of 2)",1995,"NCW Productions",,,"[BASIC]; [intro]",,,,,,,,,,
"Bill and Ben",,8c336575d3065a26f32ea2faf985b0696bdaeaea,,,,,,"(Part 2 of 2)",1995,"NCW Productions",,,"[BASIC]; [game]",,,,,,,,,,
Billiards,,2f02939958c0728ffe3be1a8578fad390f3808a3,,,,,,,1981,"Thorn EMI",uk,,[k-file],,,,,,,,,,
Billiards,,2f02939958c0728ffe3be1a8578fad390f3808a3,,,,,,,1981,"Thorn EMI",uk,,[k-file],,,,,,,,,,
BIODEFENSE,,9f90a017f8530e32b3fbca15318c17768c6e6ffa,,,,,,,,,,,,,,,,,,,,,
Bio-Defense,,9e57e14e567eca1a71aa354723664b51bcbda34f,,,,,,,1984,Tymac,gb,,[k-file],,,,,,,,,,
